DATE,GDPC1,PCECC96,GDPDEF,DPIC96,OUTMS,GPDI,CP,CPALTT01USQ661S,A229RX0Q048SBEA,NETEXP,GNP,GDPC1_PCH,PCECC96_PCH,GDPDEF_PCH,DPIC96_PCH,OUTMS_PCH,GPDI_PCH,CP_PCH,CPALTT01USQ661S_PCH,A229RX0Q048SBEA_PCH,NETEXP_PCH,GNP_PCH
1947-01-01,1934.5,1199.4,12.566,1312.3,.,35.9,21.9,.,9167,10.9,244.1,,,,,,,,,,,
1947-01-04,1932.3,1219.3,12.745,1297.4,.,34.5,20.7,.,9022,11.3,247.4,-0.11372,1.65916,1.42448,-1.13541,.,-3.89972,-5.47945,.,-1.58176,3.66972,1.3519
1947-01-07,1930.3,1223.3,12.957,1330.7,.,34.9,20.5,.,9211,11.8,251.2,-0.1035,0.32806,1.6634,2.56667,.,1.15942,-0.96618,.,2.09488,4.42478,1.53597
1947-01-10,1960.7,1223.6,13.276,1311.5,.,43.2,22.3,.,9036,9.3,261.5,1.57488,0.02452,2.46199,-1.44285,.,23.78223,8.78049,.,-1.8999,-21.18644,4.10032
1948-01-01,1989.5,1229.8,13.379,1337.3,.,47.2,23.6,.,9175,7.3,267.6,1.46886,0.5067,0.77584,1.96721,.,9.25926,5.8296,.,1.53829,-21.50538,2.3327
1948-01-04,2021.9,1244.1,13.497,1379.1,.,50.3,24.8,.,9424,5.2,274.4,1.62855,1.16279,0.88198,3.1257,.,6.5678,5.08475,.,2.7139,-28.76712,2.54111
1948-01-07,2033.2,1245.9,13.747,1401.7,.,52.5,24.4,.,9537,4.9,281,0.55888,0.14468,1.85226,1.63875,.,4.37376,-1.6129,.,1.19907,-5.76923,2.40525
1948-01-10,2035.3,1255.8,13.789,1409.5,.,51.3,23.5,.,9546,4.5,282.1,0.10329,0.79461,0.30552,0.55647,.,-2.28571,-3.68852,.,0.09437,-8.16327,0.39146
1949-01-01,2007.5,1257.9,13.717,1381.8,.,43.1,21.5,.,9318,6.5,276.8,-1.36589,0.16722,-0.52216,-1.96524,.,-15.98441,-8.51064,.,-2.38843,44.44444,-1.87877
1949-01-04,2000.8,1277.1,13.579,1388.6,.,36.2,19,.,9326,6.3,273,-0.33375,1.52635,-1.00605,0.49211,.,-16.00928,-11.62791,.,0.08586,-3.07692,-1.37283
1949-01-07,2022.8,1280,13.509,1397.5,.,39.5,19.6,.,9346,5.2,274.5,1.09956,0.22708,-0.5155,0.64093,.,9.11602,3.15789,.,0.21445,-17.46032,0.54945
1949-01-10,2004.7,1298.8,13.518,1405.4,.,37.5,19.3,.,9356,3,272.1,-0.8948,1.46875,0.06662,0.5653,.,-5.06329,-1.53061,.,0.107,-42.30769,-0.87432
1950-01-01,2084.6,1320.4,13.49,1513.7,.,46.7,19.8,.,10035,2.2,282.4,3.98563,1.66307,-0.20713,7.70599,.,24.53333,2.59067,.,7.25737,-26.66667,3.78537
1950-01-04,2147.6,1342.1,13.538,1509.2,.,52.3,23.6,.,9969,1.6,292.1,3.02216,1.64344,0.35582,-0.29728,.,11.99143,19.19192,.,-0.6577,-27.27273,3.43484
1950-01-07,2230.4,1411,13.832,1528.1,.,58.6,28.6,.,10051,-0.7,310.1,3.85547,5.13375,2.17166,1.25232,.,12.04589,21.18644,.,0.82255,-143.75,6.16227
1950-01-10,2273.4,1368.4,14.09,1537.5,.,68.4,31.4,.,10067,-0.2,321.9,1.92791,-3.01914,1.86524,0.61514,.,16.72355,9.79021,.,0.15919,-71.42857,3.80522
1951-01-01,2304.5,1401.5,14.596,1539.3,.,64.6,26.1,.,10038,0.2,337.9,1.368,2.41888,3.5912,0.11707,.,-5.55556,-16.87898,.,-0.28807,-200,4.97049
1951-01-04,2344.5,1361.9,14.692,1573.5,.,67.4,22.3,.,10221,1.9,346.3,1.73573,-2.82554,0.65771,2.22179,.,4.33437,-14.55939,.,1.82307,850,2.48594
1951-01-07,2392.8,1377.7,14.701,1591.4,.,62,20.5,.,10290,3.7,353.8,2.06014,1.16014,0.06126,1.13759,.,-8.01187,-8.07175,.,0.67508,94.73684,2.16575
1951-01-10,2398.1,1385.8,14.869,1588.5,.,57.1,22.3,.,10223,4.2,358.7,0.2215,0.58794,1.14278,-0.18223,.,-7.90323,8.78049,.,-0.65112,13.51351,1.38496
1952-01-01,2423.5,1388.9,14.863,1587.7,.,58.1,21.8,.,10176,3.7,362.2,1.05917,0.2237,-0.04035,-0.05036,.,1.75131,-2.24215,.,-0.45975,-11.90476,0.97575
1952-01-04,2428.5,1416.1,14.882,1607.8,.,53,21,.,10264,2,363.4,0.20631,1.95838,0.12783,1.26598,.,-8.77797,-3.66972,.,0.86478,-45.94595,0.33131
1952-01-07,2446.1,1423,15.048,1640.2,.,57.2,21.3,.,10425,0,370.1,0.72473,0.48725,1.11544,2.01518,.,7.92453,1.42857,.,1.56859,-100,1.8437
1952-01-10,2526.4,1473.3,15.091,1675.4,.,60.7,23.4,.,10601,-1,383.2,3.28278,3.53479,0.28575,2.14608,.,6.11888,9.85915,.,1.68825,.,3.53958
1953-01-01,2573.4,1490.8,15.096,1695.8,.,61.7,24.3,.,10689,-0.7,390.4,1.86035,1.18781,0.03313,1.21762,.,1.64745,3.84615,.,0.83011,-30,1.87891
1953-01-04,2593.5,1499.8,15.125,1717.9,.,62.1,24.3,.,10788,-1.3,394.3,0.78107,0.6037,0.1921,1.30322,.,0.6483,0,.,0.92619,85.71429,0.99898
1953-01-07,2578.9,1496.3,15.188,1709.7,.,61.4,23.8,.,10688,-0.6,393.5,-0.56295,-0.23336,0.41653,-0.47733,.,-1.12721,-2.05761,.,-0.92696,-53.84615,-0.20289
1953-01-10,2539.8,1486.4,15.219,1704,.,56.4,19,.,10602,-0.3,388.3,-1.51615,-0.66163,0.20411,-0.33339,.,-8.14332,-20.16807,.,-0.80464,-50,-1.32147
1954-01-01,2528,1491.8,15.266,1712.7,.,55.7,21.6,.,10612,-0.4,387.9,-0.4646,0.36329,0.30882,0.51056,.,-1.24113,13.68421,.,0.09432,33.33333,-0.10301
1954-01-04,2530.7,1511.3,15.281,1714.3,.,55.4,22.2,.,10579,0.3,388.7,0.1068,1.30715,0.09826,0.09342,.,-0.5386,2.77778,.,-0.31097,-175,0.20624
1954-01-07,2559.4,1531.8,15.3,1732.5,.,59,23.6,.,10642,0.6,393.6,1.13407,1.35645,0.12434,1.06166,.,6.49819,6.30631,.,0.59552,100,1.26061
1954-01-10,2609.3,1564,15.343,1765.7,.,62.1,25.3,.,10794,1.1,402.7,1.94968,2.1021,0.28105,1.91631,.,5.25424,7.20339,.,1.4283,83.33333,2.31199
1955-01-01,2683.8,1599.1,15.417,1794.5,.,68.7,28.4,0.122873917,10924,1.1,416.2,2.85517,2.24425,0.4823,1.63108,.,10.62802,12.25296,.,1.20437,0,3.35237
1955-01-04,2727.5,1629.7,15.481,1834,.,72.7,28.8,0.122705764,11120,-0.2,424.6,1.62829,1.91358,0.41513,2.20117,.,5.82242,1.40845,-0.13685,1.79421,-118.18182,2.01826
1955-01-07,2764.1,1649.8,15.59,1867.7,.,74.7,29.6,0.122797484,11273,0.7,433.4,1.34189,1.23336,0.70409,1.83751,.,2.75103,2.77778,0.07475,1.3759,-450,2.07254
1955-01-10,2780.8,1670.5,15.743,1889.5,.,78.9,30.8,0.123164363,11350,0.2,440.3,0.60417,1.2547,0.9814,1.16721,.,5.62249,4.05405,0.29877,0.68305,-71.42857,1.59206
1956-01-01,2770,1673.2,15.902,1909,.,78.3,30.2,0.123179649,11418,0.4,443.3,-0.38838,0.16163,1.00997,1.03202,.,-0.76046,-1.94805,0.01241,0.59912,100,0.68135
1956-01-04,2792.9,1678.8,15.997,1927.1,.,77,31.1,0.123989841,11479,1.9,449.6,0.82671,0.33469,0.59741,0.94814,.,-1.66028,2.98013,0.65773,0.53424,375,1.42116
1956-01-07,2790.6,1682.6,16.197,1936.9,.,78.3,29.8,0.125273917,11484,2.6,454.9,-0.08235,0.22635,1.25023,0.50854,.,1.68831,-4.18006,1.03563,0.04356,36.84211,1.17883
1956-01-10,2836.2,1705.8,16.264,1966.3,.,77.1,31.4,0.126343981,11601,4.5,463.8,1.63406,1.37882,0.41366,1.51789,.,-1.53257,5.36913,0.85418,1.01881,73.07692,1.95647
1957-01-01,2854.5,1717.5,16.485,1972.1,.,77.7,31.7,0.127383472,11586,4.8,473.7,0.64523,0.6859,1.35883,0.29497,.,0.77821,0.95541,0.82275,-0.1293,6.66667,2.13454
1957-01-04,2848.2,1720.5,16.601,1986,.,77.9,30.4,0.128468823,11620,4.1,476.2,-0.2207,0.17467,0.70367,0.70483,.,0.2574,-4.10095,0.85203,0.29346,-14.58333,0.52776
1957-01-07,2875.9,1734.1,16.701,1996.8,.,79.3,29.7,0.12961532,11631,4,483.5,0.97254,0.79047,0.60237,0.54381,.,1.79718,-2.30263,0.89243,0.09466,-2.43902,1.53297
1957-01-10,2846.4,1734.9,16.711,1984.9,.,71,27.3,0.130242071,11509,3.4,478.2,-1.02577,0.04613,0.05988,-0.59595,.,-10.46658,-8.08081,0.48355,-1.04892,-15,-1.09617
1958-01-01,2772.7,1711.1,16.892,1969.8,.,66.7,23.6,0.131786021,11379,1.1,471,-2.58924,-1.37184,1.08312,-0.76074,.,-6.05634,-13.55311,1.18545,-1.12955,-67.64706,-1.50565
1958-01-04,2790.9,1725.1,16.94,1983,.,65.1,24,0.132672645,11411,0.5,475.5,0.6564,0.81819,0.28416,0.67012,.,-2.3988,1.69492,0.67278,0.28122,-54.54545,0.95541
1958-01-07,2855.5,1753.5,17.043,2022.9,.,72,26.6,0.132596212,11590,0.9,489.3,2.31467,1.64628,0.60803,2.0121,.,10.59908,10.83333,-0.05761,1.56866,80,2.90221
1958-01-10,2922.3,1777.1,17.123,2047.6,.,80,30,0.132733792,11678,-0.3,503,2.33935,1.34588,0.4694,1.22102,.,11.11111,12.78195,0.10376,0.75928,-133.33333,2.79992
1959-01-01,2976.6,1809.4,17.169,2065,.,83.2,32,0.132963091,11730,0.4,513.6,1.85813,1.81757,0.26864,0.84978,.,4,6.66667,0.17275,0.44528,-233.33333,2.10736
1959-01-04,3049,1837.3,17.194,2098,.,89.4,34.7,0.133192391,11871,0,526.8,2.43231,1.54195,0.14561,1.59806,.,7.45192,8.4375,0.17245,1.20205,-100,2.57009
1959-01-07,3043.1,1856.5,17.258,2095.1,.,83.6,31.4,0.133880289,11805,0.6,528,-0.19351,1.04501,0.37222,-0.13823,.,-6.4877,-9.51009,0.51647,-0.55598,.,0.22779
1959-01-10,3055.1,1858.6,17.326,2110.1,.,86.5,30.8,0.13469048,11837,0.6,532.4,0.39433,0.11312,0.39402,0.71596,.,3.4689,-1.91083,0.60516,0.27107,0,0.83333
1960-01-01,3123.2,1876.3,17.397,2135.2,.,96.5,33.7,0.134812773,11883,2.7,546.3,2.22906,0.95233,0.40979,1.18952,.,11.56069,9.41558,0.0908,0.38861,350,2.61082
1960-01-04,3111.3,1900.1,17.443,2148.6,.,87.1,31.4,0.135622964,11915,4.2,545.7,-0.38102,1.26845,0.26441,0.62758,.,-9.74093,-6.82493,0.60098,0.26929,55.55556,-0.10983
1960-01-07,3119.1,1892.5,17.506,2152.4,.,86.4,30.1,0.135699398,11885,4.2,549.2,0.2507,-0.39998,0.36118,0.17686,.,-0.80367,-4.14013,0.05636,-0.25178,0,0.64138
1960-01-10,3081.3,1894.9,17.56,2151.5,.,76,29.1,0.136570735,11827,5.8,544.4,-1.21189,0.12682,0.30847,-0.04181,.,-12.03704,-3.32226,0.64211,-0.48801,38.09524,-0.874
1961-01-01,3102.3,1894.4,17.598,2172.4,.,78.4,28.5,0.136845895,11895,5.8,549.5,0.68153,-0.02639,0.2164,0.97142,.,3.15789,-2.06186,0.20148,0.57496,0,0.93681
1961-01-04,3159.9,1922.6,17.641,2205.5,.,84.1,30,0.136800035,12030,5.5,560.8,1.85669,1.4886,0.24435,1.52366,.,7.27041,5.26316,-0.03351,1.13493,-5.17241,2.05641
1961-01-07,3212.6,1932,17.687,2234.8,.,90.9,31.6,0.137335067,12139,3.9,571.7,1.66777,0.48892,0.26076,1.3285,.,8.08561,5.33333,0.39111,0.90607,-29.09091,1.94365
1961-01-10,3277.7,1970.7,17.745,2277.9,.,92.9,33.9,0.137533793,12320,4.4,585.2,2.0264,2.00311,0.32792,1.92858,.,2.20022,7.27848,0.1447,1.49106,12.82051,2.36138
1962-01-01,3336.8,1991.7,17.837,2299.7,.,98.1,34.4,0.138068825,12394,4,598.8,1.80309,1.06561,0.51846,0.95702,.,5.59742,1.47493,0.38902,0.60065,-9.09091,2.32399
1962-01-04,3372.7,2016.1,17.866,2323.9,.,96.7,34.4,0.13858857,12480,5.8,606.6,1.07588,1.22508,0.16258,1.05231,.,-1.42712,0,0.37644,0.69388,45,1.30261
1962-01-07,3404.8,2032.5,17.903,2336,.,98.2,35.4,0.138986023,12497,3.8,613.6,0.95176,0.81345,0.2071,0.52068,.,1.55119,2.90698,0.28679,0.13622,-34.48276,1.15397
1962-01-10,3418,2061.3,17.938,2356.6,.,95,36.2,0.139322328,12556,2.8,617.9,0.38769,1.41697,0.1955,0.88185,.,-3.25866,2.25989,0.24197,0.47211,-26.31579,0.70078
1963-01-01,3456.1,2075.2,18.017,2376.8,.,99.7,35.9,0.139765641,12622,3.9,627.2,1.11469,0.67433,0.44041,0.85717,.,4.94737,-0.82873,0.31819,0.52565,39.28571,1.5051
1963-01-04,3501.1,2095.1,18.047,2398.9,.,101.6,37.8,0.140025513,12699,6.5,636.2,1.30205,0.95894,0.16651,0.92982,.,1.90572,5.29248,0.18593,0.61005,66.66667,1.43495
1963-01-07,3569.5,2123.7,18.069,2425.4,.,104.6,38.8,0.140881565,12790,3.9,649.4,1.95367,1.36509,0.1219,1.10467,.,2.95276,2.6455,0.61135,0.71659,-40,2.07482
1963-01-10,3595,2141.4,18.216,2465,.,107.2,39.7,0.14126373,12949,5.4,659.5,0.71439,0.83345,0.81355,1.63272,.,2.48566,2.31959,0.27127,1.24316,38.46154,1.55528
1964-01-01,3672.7,2183.6,18.274,2513.4,.,110.5,42.9,0.141844622,13162,7.3,676.2,2.16134,1.97067,0.3184,1.96349,.,3.07836,8.06045,0.41121,1.64491,35.18519,2.53222
1964-01-04,3716.4,2222,18.318,2580.9,.,110.5,42.8,0.142073922,13473,7.1,685.6,1.18986,1.75856,0.24078,2.68561,.,0,-0.2331,0.16166,2.36286,-2.73973,1.39012
1964-01-07,3766.9,2262.8,18.392,2614.2,.,112.6,43.9,0.142394941,13598,6.4,697.9,1.35884,1.83618,0.40397,1.29025,.,1.90045,2.57009,0.22595,0.92778,-9.85915,1.79405
1964-01-10,3780.2,2269.2,18.476,2643.9,.,115,43.5,0.143052266,13703,6.9,703.1,0.35308,0.28284,0.45672,1.1361,.,2.13144,-0.91116,0.46162,0.77217,7.8125,0.74509
1965-01-01,3873.5,2319.8,18.569,2675,.,126.5,49.5,0.143495578,13826,4.6,724.7,2.46812,2.22986,0.50336,1.17629,.,10,13.7931,0.3099,0.89761,-33.33333,3.07211
1965-01-04,3926.4,2345.5,18.652,2705.3,.,127,51.3,0.144412776,13945,7.5,738,1.36569,1.10785,0.44698,1.13271,.,0.39526,3.63636,0.63918,0.8607,63.04348,1.83524
1965-01-07,4006.2,2385.9,18.726,2779.5,.,131.2,52.2,0.144840801,14279,4.9,755.4,2.0324,1.72245,0.39674,2.74276,.,3.30709,1.75439,0.29639,2.39512,-34.66667,2.35772
1965-01-10,4100.6,2452.9,18.853,2835.4,.,133.8,55.2,0.145605133,14520,5.5,777.9,2.35635,2.80816,0.6782,2.01115,.,1.98171,5.74713,0.5277,1.68779,12.2449,2.97855
1966-01-01,4201.9,2489.1,18.975,2863.5,.,144.2,56.7,0.146965643,14628,4.4,802.3,2.47037,1.4758,0.64711,0.99104,.,7.7728,2.71739,0.93438,0.7438,-20,3.13665
1966-01-04,4219.1,2495.4,19.131,2870.9,.,143.5,57,0.148295579,14627,5.2,812.2,0.40934,0.2531,0.82213,0.25843,.,-0.48544,0.5291,0.90493,-0.00684,18.18182,1.23395
1966-01-07,4249.2,2523.8,19.317,2905.9,.,143.2,56.7,0.149579656,14760,2.2,825.8,0.71342,1.13809,0.97224,1.21913,.,-0.20906,-0.52632,0.86589,0.90928,-57.69231,1.67446
1966-01-10,4285.6,2534.2,19.481,2939.6,.,145.9,55.7,0.150802586,14885,3.6,840.1,0.85663,0.41208,0.84899,1.15971,.,1.88547,-1.76367,0.81758,0.84688,63.63636,1.73165
1967-01-01,4324.9,2548.9,19.562,2983.4,.,142.8,53.3,0.151184752,15070,4.6,851.3,0.91702,0.58006,0.41579,1.49,.,-2.12474,-4.3088,0.25342,1.24286,27.77778,1.33317
1967-01-04,4328.7,2583.7,19.661,3006.8,.,137.5,53.4,0.15210195,15151,4.5,856.1,0.08786,1.36529,0.50608,0.78434,.,-3.71148,0.18762,0.60667,0.53749,-2.17391,0.56384
1967-01-07,4366.1,2596.9,19.849,3035.1,.,142.8,54.7,0.153630612,15251,2.9,872.3,0.864,0.5109,0.95621,0.9412,.,3.85455,2.43446,1.00503,0.66002,-35.55556,1.8923
1967-01-10,4401.2,2612.7,20.067,3057.1,.,147.7,57.4,0.155312141,15318,2.2,888.8,0.80392,0.60842,1.09829,0.72485,.,3.43137,4.93601,1.09453,0.43932,-24.13793,1.89155
1968-01-01,4490.6,2674.8,20.29,3109.3,.,152.3,56.5,0.156840804,15547,1.1,917,2.03126,2.37685,1.11128,1.7075,.,3.11442,-1.56794,0.98425,1.49497,-50,3.17282
1968-01-04,4566.4,2715.6,20.504,3161.2,.,158.9,58.1,0.158369467,15770,1.9,942.3,1.68797,1.52535,1.05471,1.66919,.,4.33355,2.83186,0.97466,1.43436,72.72727,2.759
1968-01-07,4599.3,2766.6,20.706,3168.9,.,155.7,58.5,0.160509595,15766,1.3,958.6,0.72048,1.87804,0.98517,0.24358,.,-2.01385,0.68847,1.35135,-0.02536,-31.57895,1.72981
1968-01-10,4619.8,2779.1,20.999,3190.5,.,160.8,60,0.162496857,15831,1.1,976.4,0.44572,0.45182,1.41505,0.68162,.,3.27553,2.5641,1.2381,0.41228,-15.38462,1.85687
1969-01-01,4691.6,2810.2,21.217,3197,.,172.4,59.2,0.164484118,15830,0.2,1001.8,1.55418,1.11907,1.03814,0.20373,.,7.21393,-1.33333,1.22295,-0.00632,-81.81818,2.60139
1969-01-04,4706.7,2828.2,21.488,3232.2,.,172.7,57.4,0.167082845,15968,1.2,1017.5,0.32185,0.64052,1.27728,1.10103,.,0.17401,-3.04054,1.57993,0.87176,500,1.56718
1969-01-07,4736.1,2841.9,21.79,3300.6,.,177.6,55.6,0.169375839,16260,1,1038,0.62464,0.48441,1.40544,2.11621,.,2.83729,-3.13589,1.37237,1.82866,-16.66667,2.01474
1969-01-10,4715.5,2864.6,22.071,3326.5,.,171.6,54.5,0.171974566,16339,3.3,1046.8,-0.43496,0.79876,1.28958,0.78471,.,-3.37838,-1.97842,1.5343,0.48585,230,0.84778
1970-01-01,4707.1,2882.3,22.382,3359,.,168.1,51.9,0.174726159,16459,3.4,1059.8,-0.17814,0.61789,1.40909,0.977,.,-2.03963,-4.77064,1.6,0.73444,3.0303,1.24188
1970-01-04,4715.4,2895.6,22.694,3398.5,.,171.5,51.7,0.17717202,16601,5.4,1076.7,0.17633,0.46144,1.39398,1.17595,.,2.02261,-0.38536,1.39983,0.86275,58.82353,1.59464
1970-01-07,4757.2,2921.1,22.88,3451.7,.,173.9,52.6,0.179006415,16803,3.8,1095,0.88646,0.88065,0.8196,1.5654,.,1.39942,1.74081,1.03538,1.21679,-29.62963,1.69964
1970-01-10,4708.3,2913.1,23.182,3442.9,.,166.8,49.8,0.181605142,16703,3.2,1097.5,-1.02792,-0.27387,1.31993,-0.25495,.,-4.08281,-5.32319,1.45175,-0.59513,-15.78947,0.22831
1971-01-01,4834.3,2968.9,23.536,3512,.,189.5,56.7,0.183133805,16986,4.4,1145.2,2.67613,1.91549,1.52705,2.00703,.,13.60911,13.85542,0.84175,1.69431,37.5,4.34624
1971-01-04,4861.9,2996.1,23.846,3563.2,.,197.3,59.2,0.184815334,17184,-0.2,1167.3,0.57092,0.91616,1.31713,1.45786,.,4.11609,4.40917,0.9182,1.16567,-104.54545,1.92979
1971-01-07,4900,3020,24.088,3582.2,.,202.1,63.2,0.186649729,17222,-0.1,1187.6,0.78364,0.7977,1.01485,0.53323,.,2.43284,6.75676,0.99256,0.22114,-50,1.73906
1971-01-10,4914.3,3070.2,24.288,3624,.,198.4,65.4,0.188025526,17369,-1.7,1201.3,0.29184,1.66225,0.83029,1.16688,.,-1.83078,3.48101,0.7371,0.85356,1600,1.15359
